id,tstat,meanDenom,logr_Case_1,logr_Case_2,logr_Case_3,logr_Ctrl_1,logr_Ctrl_2,logr_Ctrl_3,numer_Case_1,numer_Case_2,numer_Case_3,numer_Ctrl_1,numer_Ctrl_2,numer_Ctrl_3
id13,2.22173782818027,64.1666666666667,4.8486957174385,7.02790599656988,3.91900027788651,3.25758845383681,2.86207209176667,4.26580008250885,1238,782,1315,898,617,1461
id14,0.985757949921082,70.3333333333333,8.94153673841541,2.02288389067334,4.65207669657969,1.69707286704269,4.91092987507653,2.52925306813487,4424,698,1583,106,3218,253
id15,-0.586614695333239,159.166666666667,1.20519033126151,5.2024378149608,0.759641032134104,-0.648527629498622,2.10433665981474,4.66882053364009,1055,1435,170,36,601,4196
id16,-0.541463105239153,139.833333333333,1.34438294571506,0.929345446436216,5.18101418010412,5.42466620047662,0.725319153191593,4.41396366592753,1035,258,652,901,328,1342
id17,-0.246547795311692,100.833333333333,4.72446581532619,0.705256734438867,3.35114001610385,6.17840078350966,2.26322165939248,4.9429835981871,1876,149,448,2389,1540,1537
id18,-2.45147961356124,195.166666666667,0.636452815910898,2.69081713336232,1.91778523671181,4.6887983117057,5.62005316518952,1.4348221512933,655,1045,1295,1727,540,464
id19,2.44156352696486,43.5,7.40087943628218,3.7510959230011,6.66635082756181,5.8703647195834,4.36632221424582,-0.818161677014187,337,1709,710,935,989,37
id20,0.0771149830261851,153.666666666667,2.60221098164333,5.5693809595223,1.74963942420132,3.29896694644405,-2.25183619922893,0.974004791467056,588,9116,342,186,96,109
id21,1.51708719955144,54.8333333333333,5.07895134139482,2.84966572691557,6.15040244317749,6.76676551295214,3.8073549220576,2.97727992349992,2365,1037,2201,3048,531,188
id22,0.644452370138256,97.1666666666667,1.11435580652718,7.1548181090521,4.78135971352466,9.56890615450208,0.818887317925229,3.17449773123214,642,284,659,1518,156,1579
id23,0.915631050479107,90,2.09604668747104,7.01122725542325,4.44531051039264,-0.898120385980786,3.50106933194015,4.60934665934812,294,644,2134,21,3022,1610
id24,1.59241349388944,48.5,3.14720492494223,4.53846403862127,3.89030771141292,5.17300439437428,3.35434957257974,5.29462074889163,566,1556,1037,937,674,156
id25,0.275343681114571,56.3333333333333,2.04102726826006,4.14396577437963,4.03301505722796,5.03219882238815,1.76938707185858,1.36923380966572,106,1431,441,588,449,154
id26,0.231502518154195,99.6666666666667,-0.468148835738406,7.00562454919388,4.6480093269815,3.66415095199257,2.38042374419751,3.86699786848501,59,1798,5565,1216,754,641
id27,-0.309286468761861,100.666666666667,3.42502158785147,2.98922552840582,3.11769504266976,2.78240856492737,3.30167205833876,4.3264294871223,579,666,216,1203,2050,1283
id28,1.13337994028016,118.833333333333,9.95128471496697,4.57154198495883,2.60024543008849,0.180572245641821,1.58496250072116,1.85345133664706,3959,855,1897,169,119,635
id29,1.5859365362132,45.1666666666667,3.67365473705304,4.36345641905803,7.99647348873323,6.09934781040319,6.6239777242156,4.31194400631474,1173,2325,2042,1096,1873,575
id30,-0.25729664714074,99.6666666666667,4.1815362918126,-3.93859945533586,6.89770142415386,6.31628153174622,3.04346364848396,0.850252880495318,997,17,2503,1274,774,255
id31,0.814216380324837,113.166666666667,1.93325118214541,6.84259210211414,4.33985000288462,6.68960978494034,1.76988021663894,1.08508150088977,1435,1491,485,928,531,226
id32,0.356469804552919,92.8333333333333,-0.818161677014187,6.67713234464902,6.42206476617281,0.14183269441296,2.29265317251185,8.13955135239879,37,613,685,266,1121,3101
id33,-0.0715800956227834,43,6.02236781302845,-2.24792751344359,5.31069112300466,5.91587937883577,-0.44251823570095,4.22906848619227,324,15,1150,1448,38,1443
id34,0.0683287183304806,91.5,4.32302063188838,3.02069899266784,2.42463514305149,2.9020248404367,3.27301849440642,4.61818812425481,1320,1403,552,739,202,2283
id35,2.91708831622922,36.6666666666667,6.09451759878429,8.49918150989399,4.721858701776,0.306427001347174,4.10214688700745,1.49683159044249,204,2170,474,161,394,126
id36,1.39296396404156,37,9,3.77820857639809,4,5.37544360421436,6.03121873061072,1.75720881407359,1023,342,975,1784,326,310
id37,-0.698874964432511,79,1.39768393252858,4.57490883605723,1.49215269035855,1.36155516900807,4.89194936203704,2.87739369836402,302,285,300,202,1632,822
id38,-0.143724810918404,102.333333333333,3.02809230702935,4.81952963600371,1.37706964907982,8.59152234657073,1.46608510486924,2.47038991586423,725,1665,199,1542,651,858
id39,1.02253891748855,61.6666666666667,3.49041686421416,3.84327449631255,3.0376525414794,4.76498594966294,3.85890196230911,8.43962313755712,752,487,853,1576,1566,1735
id40,-2.05109233997923,88.8333333333333,3.02466205423427,-2.20387233336565,-0.761840262805236,2.86993945943563,0.343954401217361,5.25402771298,235,27,91,211,98,4502
id41,-0.264898255916608,53.8333333333333,3.07815080773465,1.30146399232765,4.53138146051631,5.38586240064146,5.69503491370029,3.68100918819219,1080,174,369,1337,1864,589
id42,0.846093014263183,95.3333333333333,2.61470984411521,3.43767596141059,7.10328780841202,0.195091015302879,5.60815212809305,6.24412594328373,1028,1776,274,252,877,378
id43,2.58170951624545,70.5,3.97895455519217,8.04196329310369,7.56605403817109,4.5863930363276,2.22239242133645,1.64571653180025,1292,2371,1136,1008,629,484
id44,8.6851995200995,39,5.38543103719352,4.84369676912132,5.65363331138626,5.46566357234881,6.41526750247437,5.66296501272243,1253,1808,2516,1855,4181,303
id45,0.658591590118256,101.5,4.26096007759593,2.18236210468053,4.77760757866355,-2.43609911480667,-1.61667136044849,1.23266075679027,555,1397,383,16,29,187
id46,-0.0820195753062229,137.833333333333,1.27262045466299,3.87532051660765,4.27383380668632,2.07350866973558,0.327885550183762,0.641546029087524,301,1129,1179,462,545,38
id47,0.761405602224541,213.166666666667,0.888473256617072,5.17468794746827,8.83710226545166,-0.175086706558091,-0.145197915539936,1.03242147769238,1293,1516,2743,61,84,764
id48,0.155190367644739,135.833333333333,3.40541308039044,5.43581906141535,1.36001527963634,3.41006969175638,3.76296080269915,1.9805779999532,995,302,402,1062,447,1696
id49,-0.302871100431653,104.333333333333,4.92096578082024,1.64077971535503,2.16733720695316,3.81109732374342,2.86630878483189,5.1106138055009,514,526,556,2315,998,690
id50,0.0325668525105645,48.5,5.01806553834642,0.200697350237129,4.58496250072116,4.22741049610307,0.444784842672896,2.56071495447448,2008,76,215,767,146,58
id51,-0.113633316777074,202.5,1.99659339855675,5.42884329880387,1.8279392542137,1.92104300894248,-0.451257687191597,4.32168103691246,422,559,599,1510,176,5838
id52,3.61344722687256,49,7.50514991894313,4.68576314150865,6.3279268355088,-1.93706874427354,4.38945208908437,2.36737106564853,2179,1955,481,40,502,128
id53,-0.00575534986776185,220.166666666667,4.78203214189427,5.34127418369217,-0.502069492372811,1.7480207826752,1.81281623472777,1.49683159044249,3218,2026,196,916,396,1396
id54,-1.28903986436078,80.6666666666667,2.75166504149627,2.50057031343078,-3.4964258261195,5.73102803797452,2.84417519560254,6.69116190455308,558,995,6,1858,753,1239
id55,-0.659824762893267,61.6666666666667,3.63420601974101,3.4026891068512,0.851037360875002,1.62080769966788,4.73245011304371,4.55942740861402,595,348,284,325,318,447
id56,-0.212143566299165,99.3333333333333,5.68576314150865,3.32768736417605,-0.509013647487858,-6.2667865406949,2.65595433229259,2.62148837674627,977,250,103,1,957,639
id57,-4.68237825266849,53,1.59181617176222,1.85042364394949,2.48278210591468,2.63312978318167,5.36340473086352,3.17615695515383,210,237,217,334,740,695
id58,-0.0837280801505161,211.666666666667,0.625072714095309,4.14861780826041,4.56570794364121,1.89998826802507,0.414242844871042,0.445411148322362,309,1276,520,1615,604,127
id59,0.126000276043561,81,5.15824319639468,3.97748999922521,0.986943847174554,2.96605266807666,5.87163974842547,5.64769825606912,1106,1716,439,671,1697,751
id60,0.696832011311705,95.6666666666667,2.54277006466041,2.36729339909628,10.007027266894,1.04160090446677,6.51175265376738,4.23533358733168,774,742,2057,386,364,2052
id61,-0.588319588070688,113.333333333333,-1.4922053598013,2.08876785720625,5.49585502688717,3.2169416279438,3.30358850418443,2.55117418726487,90,552,360,1496,937,210
id62,-0.394744253362281,172.833333333333,1.84825710946681,0.722852857840049,5.4093909361377,2.47159948700661,3.40839218563683,5.60689504597111,1108,745,2294,892,360,1656
id63,4.25394925094416,134.833333333333,4.63226821549951,5.70212020178001,4.41156530737204,-0.208221521204409,3.90935463556,2.76199438865773,247,1717,829,379,3515,406
id64,0.165886141857532,67,5.53184011416535,6.70390357344466,-1.33463914663692,5.45837353641834,7.4797802640291,4.4093909361377,1572,416,112,1362,356,1104
id65,1.2669995133387,214.5,5.35635870840374,2.98122279296937,3.9392459689209,1.72385492638394,2.14703528592259,3.01828535302775,4833,686,2975,1350,1062,1984
id66,-0.0774723876149384,119.333333333333,1.16243046489539,6.57490883605723,1.50947230113689,-0.00749453654692456,3.01204534166059,0.538419914784126,431,285,241,191,1322,121
id67,0.443742765279207,46.5,4.46101728837841,5.44454738155132,1.37851162325373,2.25096157353322,4.73521934213833,7.12633573289463,2730,1349,12,118,2476,977
id68,0.0752854797230305,175,3.77724541095966,1.9001647324202,4.13245029602365,4.98868468677217,0.679942700759558,0.985952225514367,1137,1283,455,1777,462,510
id69,1.80127572927288,79,5.34695688937888,3.08373590804649,5.09131516674595,1.59074485331516,9.79627142292859,2.04439411935845,813,1932,374,499,6223,197
id70,1.50688558369555,135.333333333333,4.75661012331248,5.78937587854876,2.91240760057608,3.24269776790801,5.56448576947311,2.48687750103897,837,3428,654,3028,1608,1591
id71,0.0723110827813768,137.5,2.76359737582892,4.10983065427879,2.87367881658666,3.96643743265825,6.25644459647344,4.98325673616542,1785,2209,1824,1656,1528,2055
id72,2.51531088026551,36.3333333333333,4.31756855550862,8.17492568250068,10.2203783276952,1.03342300153745,8.89784545600551,1.74108170263844,2312,1155,2385,130,1430,116
id73,-0.399411684863137,88.5,6.1853710292354,-1.07476776840197,2.02236781302845,1.64334541085599,7.75488750216347,3.39819398911543,2910,140,64,352,215,737
id74,0.365393277208794,49.1666666666667,5.35755200461808,3.63508598014699,1.79007693062577,-1.41503749927884,4.09169983413681,2.71228133078561,286,819,497,2,340,366
id75,-1.88036816410461,119,1.58496250072116,0.893871649138656,3.24224983968164,6.28128611039002,2.91850188597881,1.04969590215387,389,261,633,2799,997,442
id76,-0.681624300688754,79.6666666666667,-1.55748176429905,2.24100809950379,5.05298892374549,6.07194984187902,3.77478705960117,2.30682120249715,52,103,2356,739,437,949
id77,-1.89941216326314,208.166666666667,3.17812215440893,2.16411937976111,1.44649685953584,3.64684534735915,-1.13978928346899,3.09848986339936,352,371,1498,1690,171,590
id78,0.676705102792185,159,2.57394950799874,4.87372373167332,3.55873095914798,0.753839412730603,2.44279409440492,0.162056758108974,1565,644,3051,85,1206,159
id79,-0.182660647246288,163.166666666667,5.42449782852791,2.92920075733361,0.524420958786106,1.00998408857262,-0.913195172462728,-4.49185309632967,815,1172,524,289,136,1
id80,0.487210307614896,59.8333333333333,4.17306470897288,1.18241594562551,6.57994442595453,1.8073549220576,3.54806291790963,7.13955135239879,2759,260,573,195,385,281
id81,-0.864751140657458,75.3333333333333,1.77601079372922,3.80989711662006,2.52600375360616,3.42961596420174,7.21717368255693,5.49096226886025,386,1135,886,430,5058,1618
id82,-0.79056175308681,175.333333333333,1.5399186065281,5.0389189892923,-1.22239242133645,4.25611303918045,0.122619286663956,3.42120023842734,1008,1314,155,706,134,1563
id83,-0.361962009705723,91,1.53992874710665,3.24285652389616,4.06332593536883,3.6171613231093,8.88752527074159,5.19233765278069,819,425,1955,588,2367,2010
id84,-0.992244760882113,173.333333333333,-2.56884283535788,2.76215550262751,3.66808640624716,1.78068697159552,0.338558769431485,3.28615696386554,59,596,1410,401,348,955
id85,1.10015863038948,98.5,4.69854683130813,2.71271804791953,4.21723071622067,2.23266075679027,5.4447848426729,2.68342911528215,2284,1297,92,281,1567,1348
id86,3.07148624328716,35.5,7.33091687811462,4.36106648879432,7.69812585230285,4.89371520686079,0.639118270768061,4.43083265838381,804,821,622,1961,94,948
id87,-2.72376133913812,173,1.94376659784355,1.63873375716214,2.9169794132321,6.3037807481771,0.821886947968981,4.41503749927884,1584,491,1147,631,448,1279
id88,-0.688202212270411,99.6666666666667,2.98489310760979,4.73496045827583,-2.70043971814109,3.55785065510391,1.83257750576086,1.07088348615651,1234,718,3,1106,576,291
id89,1.86937957031977,113.166666666667,3.16671544496642,5.64745842645492,5.01419707423002,3.07117575202692,4.14876039144427,2.75946023195329,1346,2806,2552,2201,1826,236
id90,1.50067773816224,112.666666666667,5.64454302389429,3.35811043119401,3.80296315294045,1.48037359944396,6.52356195605701,0.755995648036285,2100,645,655,797,275,406
id91,3.58972920940746,51.8333333333333,6.84688328624424,9.54689445988764,5.65630567660822,-0.0560340349143278,-1.41503749927884,4.35147237050138,1035,747,3025,201,2,591
id92,0.996033318693011,78.1666666666667,7.22239242133645,2.61399154933269,3.91602160736065,1.7809902180582,1.47182352537042,6.6724253419715,447,501,1584,487,379,611
id93,2.71988232073516,107.666666666667,4.07509091658137,5.64745842645492,4.13354085094812,3.54787318198594,1.29406130145442,-1.79255792012952,1044,400,1017,2303,563,27
id94,-7.67963756320675,145.5,0.557689570571053,0,-0.932885804141463,5.17174543706668,3.25899683916091,3.31061278165953,261,5,252,2378,784,634
id95,0.0331195127057454,87.6666666666667,2.12822571016192,1.6256044852185,6.03813512888677,1.96906814044811,1.70525673443887,4.18552185649333,681,323,919,645,149,836
id96,12.771901952029,52.3333333333333,4.59041693081326,5.01454830856915,4.85948772637773,5.55049028346402,2.58905525535504,3.00749453654692,264,1195,957,702,1058,385
id97,1.0009741578398,90.3333333333333,4.55942740861402,3.51766938813381,2.97422993114306,6.72358338224546,2.12136818126411,3.27969985949807,447,1465,1830,2324,408,504
id98,-0.0156052177395324,137.666666666667,-0.0202723950262618,4.39115254985242,5.20648892272107,4.50250034052918,-0.458853731571334,4.00202483547749,211,1237,2916,1767,226,1425
id99,-1.44808009428015,117.5,-0.334790245824412,-1.17880315278877,4.0811628528946,5.17220018728034,3.72423728932328,-0.993658473126174,133,71,456,3172,488,113
id100,-5.71013612913688,93,2.36374827058199,1.91794578411751,1.61072559678624,2.37822849205061,6.24792751344359,5.98641093525205,349,785,225,1018,607,633
id101,-0.0487609907415978,134.666666666667,5.22011747467706,4.29278174922785,-0.0995356735509141,-0.654732779025331,5.05082994434013,0.15417093012776,1900,489,41,147,2021,443
id102,5.27579434177663,42.3333333333333,5.84409546887262,7.73516109731946,5.90345151164175,2.29808135293299,-0.241972790305964,3.64745842645492,516,3195,418,299,114,400
id103,-0.281427974584263,109.833333333333,0.780358189679587,5.26707476265988,2.50250034052918,-0.138383484155923,-2.08746284125034,0.129283016944966,449,2502,152,148,11,104
id104,2.21949592085553,64.1666666666667,3.32571967404974,4.8073549220576,4.75290713803523,3.47829064588861,2.64195247930598,4.89077093024524,380,335,2911,846,567,1957
id105,0.575517590611272,105,2.40506933018761,4.06934804669074,4.16658155836794,-0.126263772646173,6.39231742277876,-0.476438043942987,1249,2215,430,163,83,45
id106,0.542396149943952,142,3.37316632243385,6.4797802640291,1.96917882325463,3.25298074116987,4.29645740737124,0.488747185461854,2693,356,1342,428,392,260
id107,1.72109210568933,147.833333333333,6.62205181945638,3.7933616499781,3.96601057201898,2.92714943459232,-2.33822990721646,2.11628703784024,196,512,1593,250,87,1187
id108,-3.02948441974952,243.333333333333,2.38341042266657,0.581369235997148,-0.145299553148973,5.24485631475126,0.646949387616856,-1.82002133389376,2300,400,150,3753,320,80
id109,-0.319009040377274,85,5.68777330630493,1.64244799538192,0.899071091149219,2.89801926840297,1.10496955960154,6.91089252616601,566,511,206,1296,113,360
id110,-1.00722987802342,93.6666666666667,3.57742882803575,2.80349744638809,-3.30742852519225,1.57929375063446,5.3536369546147,1.7740672209583,763,746,9,507,367,406
id111,1.45581062910398,86.6666666666667,4.16078820687019,3.53572982442632,3.19507563117785,0.730941806538437,3.16293857112621,2.10852445677817,1573,892,1272,238,411,137
id112,0.32151205374401,71.6666666666667,9.84313591111135,-3.90689059560852,7.85564716602727,1.45880990130775,1.23446525363702,0.507483748043439,1836,2,1852,579,159,144
id113,-0.940426157836593,64,-1.94189704543643,0.9918721191166,4.96052855921059,7.4178525148859,0.37851162325373,5.67737965673344,37,176,2054,341,38,2916
id114,0.720502515381358,83.5,5.98868468677217,1.21021770739035,5.84817580109804,0.589211973722515,5.11243950678155,6.21075250578057,126,471,1612,339,1106,1110
id115,-2.17397645462905,140.833333333333,2.74477038467958,1.21619615537254,2.55359832981182,0.321928094887363,3.75202610286837,4.10153802646206,1420,696,363,34,3273,102
id116,-0.0161394519679752,178.5,3.22506655563477,1.69389687227432,4.6924909650256,-0.561468798054221,-1.65651576174619,3.27550375779601,719,1264,723,226,58,580
id117,-0.193821212084197,128.333333333333,1.61161813272221,3.73510798969983,3.880160229994,3.74866092779858,1.97528725047471,4.95966107086369,436,1810,1015,577,1446,528
id118,-0.0339695275336403,86.3333333333333,2.66985139830767,3.34792330342031,3.60705627157177,4.44436417054836,2.75899190049621,4.24792751344359,69,1679,2302,1523,87,1443
id119,-1.19591364628146,86.1666666666667,2.84130225398094,1.16364264919066,3.30985526258679,6.67595703294175,-3.92056553250559,3.05191208864247,214,400,118,3271,13,480
id120,-1.57118120804358,53.6666666666667,0.577766999316952,2.78290187833307,2.8073549220576,4.54946381949977,6.11646773928575,7.72996056101802,299,350,62,842,1456,2122
id121,-0.97924690068374,122.5,-0.335258425299846,2.92283213947754,3.53605290024021,7.13134253912326,3.17851761195836,3.58908645314589,236,90,753,1401,841,3152
id122,-0.779150541523018,125.5,4.40987579416306,1.90157026367526,0.903358904638266,7.95884267524324,4.75272697006236,4.93073733756289,743,608,764,1243,2668,1463
id123,-2.1368553903993,128.5,2.65847500313554,2.06332593536883,0.216036926296624,4.10564194824505,7.85049941375812,3.90413998459248,1710,162,301,2874,1153,523
id124,0.0305086774394218,128.166666666667,3.51478285163848,2.02345897282399,4.17337560112814,1.49493704645271,2.47623058629745,3.12667180348843,982,247,2092,760,906,689
id125,-0.0286516940285305,31.1666666666667,-0.893084796083488,3.758819318997,6.59991284218713,4.35915055884356,8.27999741442144,7.83920378809694,20,1285,484,902,1864,915
id126,-1.69613397352248,103.333333333333,-1.23606735823352,2.87992354800825,1.75779909758337,0.729642253360347,5.56376827845203,-1.65207669657969,179,264,185,130,472,6
id127,0.872324016908974,110.666666666667,5.97021653097735,0.942622108922426,8.6582114827518,2.49393832702576,8.40854204229686,1,3259,418,2827,1903,1698,99
id128,-0.394508053292884,69.1666666666667,5.715302050149,1.60224049215299,0.442310429428947,1.43706380560884,8.58270652678079,3.10214688700745,1365,251,177,351,1916,394
id129,-1.73088356129593,42.8333333333333,3.20163386116965,2.87992354800825,2.47477958297073,4.38691911885293,2.50026533614587,5.59991284218713,91,264,377,1066,429,1066
id130,0.280680839368393,59.1666666666667,8.63420601974101,6.30742852519225,-2.44745897697122,4.61017306351844,7.6582114827518,7.86727873970966,1191,395,43,2539,605,1400
id131,-1.88932068374505,109.666666666667,1.0331668639352,0.23644019582208,3.25794240546746,5.25922356636684,8.31741261376487,3.49932434576081,263,85,2601,2948,1913,1209
id132,-0.0299218987756511,108.833333333333,1.8871801696657,3.82017896241519,3.88712734078709,4.01302994844912,6.73908564604058,8.83920378809694,1253,225,1449,3002,1815,1373
id133,0.220325780031603,101.333333333333,1.37018326349458,1.38595300682266,8.45697038112101,5.65957123312662,2.83358646363078,0.882643049361841,379,310,1756,2122,776,353
id134,-0.50833658413736,125.5,1.30306906763605,4.07324898203064,3.04382027780087,1.71187461320338,2.00383186159103,1,379,100,3141,284,376,73
id135,-1.12586766013152,109.5,0.402098443571345,2.52961946687738,3.57112057556752,4.98569216331612,-2.09862803272772,0.101640261875838,110,357,1140,1805,52,146
id136,1.3536008857433,130.166666666667,2.96697774540095,4.02974734339405,4.47845644431905,4.43883655750493,-3.70043971814109,3.52047377426944,906,440,2518,2016,28,699
id137,-0.0869019962449532,107.166666666667,-0.147430363655226,5.2000107276316,4.17361948500005,3.086452196697,1.94584422995309,2.8073549220576,157,1065,2345,1426,365,363
id138,-2.42352521867391,85.8333333333333,2.47393118833241,2.04559686644011,0.301655699861101,7.96000193206808,-0.450165722682445,7.92540608314137,99,449,105,1742,212,2430
id139,0.117209937276944,95.1666666666667,6.31845590298056,-0.80931643839089,4.91065742553144,3.44541114832236,4.36786437905422,2.03394733192334,2074,209,1533,1023,350,85
id140,-0.0711350417501903,146.5,3.97452931248388,3.13714513471794,2.44738039666995,2.13808891432031,3.83030500175321,4.18652696877944,785,1609,1668,985,1393,436
id141,0.53299666109095,78.8333333333333,1.46969508407828,7.87856187255002,3.34695688937888,8.98394365378093,1.45578384162215,1.49903232193398,528,705,406,1518,394,276
id142,-0.457130308041205,69.3333333333333,4.22706890854592,4.09686153925259,-1.05703094503638,3.34365286604208,8.7734689279052,3.39569214955942,1029,461,61,1471,2187,641
id143,1.64751908814942,123,5.74467368930147,2.92222690599092,5.3474631869945,3.1997419477813,3.96152585218536,4.53605290024021,2251,1985,1139,2590,1479,811
id144,1.62787356678918,106.166666666667,4.35390729941843,6.7263183499667,3.4016552873581,2.20969255903759,3.00571365119439,3.24518039416056,1185,1799,1859,753,505,1573
id145,-0.155563082080538,62.3333333333333,0.833706249004557,5.14241343787374,3.09646283950129,5.98443971507278,3.46923479366766,0.971618198630178,220,882,401,4241,442,150
id146,-2.06761340105692,146.333333333333,2.50488890902329,-0.856034225620368,1.71173961787803,2.75875428293149,0.303392143449934,6.57553924683453,805,178,736,933,57,762
id147,-1.2880438754601,114,0.990015911427378,-3.09953567355091,3.9086928382425,4.05423231168371,9.70908381255034,2.19437804516685,575,13,2402,1544,836,118
id148,0.568437437186158,75.3333333333333,3.30778391256709,2.4509700398891,5.37503943134692,1.61038509760106,2.55458885167764,1.23490503265,405,934,248,457,46,192
id149,-0.0526102946841373,92,7.41616416473313,0.155569708465243,1.73365286012537,1.19793937761191,7.01528832788919,6.33091687811462,1707,224,724,194,1422,2575
id150,-1.20381992961937,133.333333333333,2.15869774601906,3.48542682717024,-2.24005108783295,4.48784003382305,5.02119916570583,2,2111,1511,28,358,1233,27
id151,-0.825304488906699,109.166666666667,1.34330174567993,3.66296501272243,2.94821745789745,3.23001468811127,4.13145085362768,0.612518223241717,509,189,300,1960,1331,184
id152,-0.165195358182524,85.6666666666667,2.83140039602426,-0.0727563424353148,6.02236781302845,3.60025868781767,0.27670934273087,-1.17218097538268,241,57,259,1042,211,70
id153,-0.186127601095647,148.5,5.24462236871991,0.569663364338274,3.08472267890543,3.31939482814184,0.177240384944074,-0.667424660913129,1743,468,262,1706,345,16
id154,3.44592631884067,54.6666666666667,5.8912774056027,8.25334100962995,5.16015955874337,5.98209292226205,-0.697971462550343,3.23554378898775,2848,2135,2502,1200,44,1101
id155,-0.647497214201547,83.3333333333333,4.45121111183233,1.59494658929378,1.82800543136748,0.594548549550354,5.33219643034119,3.83399004856107,1924,434,386,150,1691,327
id156,1.14231103297034,77.6666666666667,4.14029983233303,8.29920801838728,2.84917509775223,3.99720858660244,4.18252503822195,1.01305615282545,722,1259,734,3097,1379,110
id157,1.93400921483419,71.5,4.6336825454824,3.22239242133645,4.23946593469539,3.40901371165107,0.660149997115376,3.95489074844644,1836,223,169,1911,127,1038
id158,-1.28232353027853,111.666666666667,3.69639855291923,1.90321493746512,0.601450623509725,3.9905603041137,5.34124323818449,2.51920805523744,712,489,87,1827,4661,1157
id159,-1.07831281893573,122.333333333333,-2.10553441417236,2.21763889136581,3.81785578149306,3.30666133823405,4.14724956347442,2.49767042292499,55,706,1240,1127,1009,496
id160,-0.626482213846133,126.166666666667,-2.71343705866997,4.22745486965297,3.89201731912699,5.53915881110803,1.06977027830417,2.65911525716016,33,2378,578,1208,232,1496
id161,0.258931498952435,94.3333333333333,2.43315229383845,4.96434086779242,2.86349800009514,3.56270969387403,6.32117649547422,5.59051774455433,1495,3995,130,1157,1918,1300
id162,0.872365723746197,95.5,6.61470984411521,1.86815994587466,4.78849589480629,9.40123508648512,3.95954039272822,3.50854938520199,979,1368,911,4056,1757,477
id163,0.184232696172244,84,5.14354958601801,2.84728110647036,2.1611053005523,1.56293619439116,2.83007499855769,1.99694020025094,1625,402,1059,129,63,470
id164,-0.709922037007122,152.333333333333,3.36757076044308,5.36951755340562,-7.83289001416474,4.02790599656988,1.0500406824996,2.53999353883742,1444,3389,0,521,175,2052
id165,6.43107325610325,50.1666666666667,4.67144955901858,5.74296433478765,5.22024395475787,0.423211430724544,4.48295810228454,6.89056829030659,1477,481,670,117,2101,4745
id166,-0.859362991222917,91.1666666666667,1.92599941855622,4.25683306666548,0.925999418556224,-1.38082178394093,2.95995963979865,3.33985000288462,227,324,284,47,1065,647
id167,3.78539776883402,40,5.98868468677216,4.40144843453089,6.53596144861957,6.13134253912326,2.90689059560852,3.73295253165958,2666,633,3154,1401,494,717
id168,2.50510686024309,74,4.53864730780862,7.87300460145611,5.0422599547076,2.32317664108462,2.96887748250422,5.15234985346135,2114,1640,1350,1155,320,1386
id169,-1.3057238012217,118.5,2.74250377770764,3.08966542952685,0.0248033910005727,-1.55019708256048,2.92771113919312,4.38307203987133,347,1310,175,41,1011,1710
id170,-1.34350127264214,112.666666666667,3.29333716599732,2.73438705006443,1.5405683813627,7.84130225398094,9.08259260631998,2.64186489195563,2597,1676,31,687,3252,904
id171,7.56869406739072,79.6666666666667,3.76856243906054,3.70301826224287,3.57211562116555,1.6849294087816,5.45311231356702,4.30638724399159,953,559,1117,716,1138,553
